Ticker,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,Change from Open,Gap,Volume
MMC,0.82,4.47,0.0127,0.0007000000000000001,0.021,-0.0735,0.1387,53.67,229.76,0.005699999999999999,0.63%,-0.0006,788313.0
MMM,1.01,3.9,0.0232,0.0395,0.0793,-0.0501,0.5349,55.59,148.52,-0.0084,0.94%,-0.0177,986704.0
MNST,0.6,1.15,0.035,0.0694,0.1886,-0.0031,0.461,67.6,63.29,0.0067,0.97%,-0.003,1419519.0
MO,0.64,1.06,0.009899999999999999,0.023799999999999998,0.0966,-0.0269,0.3601,56.05,59.62,0.0053,-0.33%,0.0086,2118710.0
MOS,1.13,0.94,0.0667,0.2018,0.2934,-0.0273,0.5644,75.6,34.98,-0.0009,0.78%,-0.0086,935894.0
MPC,0.86,4.81,0.050499999999999996,0.1185,0.048499999999999995,-0.1293,0.3868,64.36,159.62,0.0046,1.38%,-0.0091,657343.0
MPLX,0.68,1.19,-0.0031,-0.0134,0.0466,-0.07780000000000001,0.2666,48.57,50.6,0.005600000000000001,1.02%,-0.0046,523694.0
MRK,0.41,2.36,-0.0183,-0.0602,-0.20809999999999998,-0.4227,0.0601,45.7,77.72,-0.0016,0.50%,-0.0066,4999135.0
MRNA,1.88,1.82,-0.0004,-0.059000000000000004,-0.4267,-0.8475,0.12269999999999999,48.68,25.99,-0.0273,-0.12%,-0.0262,5082425.0
MRVL,1.78,3.23,-0.0098,0.0049,-0.2686,-0.5233,0.29059999999999997,48.7,60.77,-0.0175,1.18%,-0.028900000000000002,9325404.0
MS,1.29,3.54,0.0197,0.0735,0.0579,-0.1116,0.3875,57.11,126.18,-0.0006,1.74%,-0.0177,1594546.0
MSFT,1.02,9.04,0.0336,0.1219,0.08810000000000001,-0.0337,0.3126,69.35,452.57,-0.005,0.57%,-0.010700000000000001,8838508.0
MSTR,3.82,22.42,-0.0492,0.09949999999999999,0.3257,-0.3037,2.6919999999999997,49.19,378.07,-0.0536,-3.54%,-0.0189,13631081.0
MT,1.64,0.75,-0.012199999999999999,0.023399999999999997,0.15689999999999998,-0.13699999999999998,0.4678,50.82,30.12,0.0053,1.69%,-0.0113,1053955.0
MTB,0.6,4.42,0.0066,0.0406,-0.0275,-0.2026,0.2876,53.87,179.98,-0.0034999999999999996,1.62%,-0.0194,595014.0
MTZ,1.74,5.88,0.04019999999999999,0.175,0.1778,-0.08410000000000001,0.6998000000000001,64.04,152.91,0.014199999999999999,2.52%,-0.010700000000000001,311574.0
MU,1.28,3.82,0.062400000000000004,0.1067,-0.0129,-0.405,0.5231,60.26,93.73,-0.0116,1.65%,-0.0276,10483139.0
MUFG,0.43,0.3,0.046799999999999994,0.0541,0.152,-0.0978,0.5497,62.96,13.56,-0.0073,1.50%,-0.022000000000000002,5749333.0
NBIX,0.22,4.02,0.0291,0.096,-0.0291,-0.2432,0.4194,58.92,119.56,0.0037,1.27%,-0.009000000000000001,374151.0
NDAQ,1.0,1.64,0.0319,0.078,0.0733,-0.0259,0.40659999999999996,66.16,81.97,0.009399999999999999,2.22%,-0.0126,1989603.0
NEE,0.66,2.39,-0.028399999999999998,-0.020499999999999997,-0.0928,-0.2158,0.094,44.0,67.52,0.0087,0.76%,0.001,8503551.0
NEM,0.33,1.61,0.0273,0.054000000000000006,0.1286,-0.08789999999999999,0.45299999999999996,57.08,53.56,0.0173,-0.17%,0.019,5536030.0
NET,1.81,5.64,0.141,0.2887,0.4429,-0.1052,1.3958000000000002,77.33,158.7,0.0031,2.27%,-0.0192,774135.0
NFLX,1.6,28.64,0.0294,0.14679999999999999,0.35009999999999997,-0.018600000000000002,1.0248,69.31,1188.63,0.0006,0.53%,-0.004699999999999999,1287722.0
NI,0.54,0.89,-0.0062,-0.006500000000000001,0.0587,-0.0616,0.40909999999999996,48.79,38.89,0.0101,0.39%,0.0062,681485.0
NKE,1.22,2.01,0.0058,-0.013000000000000001,-0.1865,-0.387,0.1496,48.91,60.1,-0.0199,0.59%,-0.0256,8029367.0
NLY,1.31,0.43,-0.028399999999999998,-0.0366,-0.0528,-0.149,0.1338,41.94,18.82,0.0045000000000000005,0.88%,-0.0043,3206304.0
NOC,0.14,11.35,-0.0158,-0.0447,-0.0487,-0.1516,0.126,43.39,471.36,-0.0032,-0.15%,-0.0017000000000000001,301833.0
NOK,0.94,0.11,0.043899999999999995,0.0433,0.1505,-0.022799999999999997,0.5,62.56,5.36,-0.0009,1.42%,-0.0149,8109810.0
NOW,0.96,26.66,0.0161,0.14150000000000001,0.0676,-0.1563,0.5843,62.49,1010.77,-0.0049,1.08%,-0.0155,520142.0
NRG,1.1,5.81,0.16390000000000002,0.40549999999999997,0.6149,-0.0231,1.4272999999999998,76.98,158.05,0.0178,2.81%,-0.0101,1104068.0
NSC,1.3,5.18,0.034300000000000004,0.0518,-0.0178,-0.1354,0.19030000000000002,59.77,240.01,0.0015,1.54%,-0.013600000000000001,352568.0
NTAP,1.42,2.57,0.0269,0.0874,-0.12890000000000001,-0.2752,0.3666,59.5,98.17,-0.0161,0.26%,-0.018600000000000002,1485903.0
NTES,0.66,3.09,0.0703,0.13949999999999999,0.2668,-0.0335,0.5744,66.1,119.42,0.0033,-0.24%,0.005699999999999999,621734.0
NTNX,0.7,2.52,0.0495,0.13699999999999998,0.21789999999999998,-0.0397,0.8466,63.88,80.05,0.0024,2.26%,-0.019799999999999998,732474.0
NTR,0.84,1.35,0.038900000000000004,0.1099,0.1935,-0.023799999999999998,0.3599,66.76,59.42,0.009000000000000001,0.88%,0.0002,935239.0
NTRA,1.74,6.05,-0.0029,0.0269,0.051,-0.1603,0.6677,51.64,153.66,0.0078000000000000005,2.44%,-0.0163,546251.0
NTRS,1.23,2.55,0.0412,0.0926,0.06309999999999999,-0.0768,0.3286,63.66,105.86,-0.0051,1.33%,-0.0181,402837.0
NU,1.07,0.51,-0.0512,0.0311,-0.056799999999999996,-0.258,0.3296,45.7,11.98,-0.022000000000000002,1.61%,-0.037599999999999995,53408543.0
NUE,1.71,3.53,-0.0556,-0.0603,-0.17800000000000002,-0.3636,0.1282,38.42,110.1,-0.0053,1.20%,-0.0172,764779.0
NVDA,2.11,4.83,0.07339999999999999,0.1482,0.0451,-0.1392,0.5218,64.8,131.82,-0.0076,1.40%,-0.0213,127218349.0
NVO,0.65,2.62,0.0078000000000000005,-0.0060999999999999995,-0.30820000000000003,-0.5478999999999999,0.1751,50.76,66.98,-0.0174,-0.35%,-0.0139,3762757.0
NVS,0.58,2.07,0.0169,0.0239,0.0352,-0.0668,0.1747,56.88,112.84,0.003,0.72%,-0.0042,484786.0
NVT,1.29,2.24,0.047400000000000005,0.15710000000000002,-0.0068000000000000005,-0.24480000000000002,0.5677,62.77,65.38,0.0085,3.51%,-0.0258,494401.0
NWG,0.98,0.27,0.07629999999999999,0.1461,0.34590000000000004,0.0084,0.8371999999999999,74.63,14.33,0.0134,1.78%,-0.0042,3178032.0
NWSA,1.25,0.63,0.001,0.0335,0.012199999999999999,-0.0911,0.1931,54.07,27.9,0.0089,2.03%,-0.011200000000000002,1359755.0
NXPI,1.42,8.21,-0.0174,0.0151,-0.1124,-0.34659999999999996,0.3063,47.53,193.45,-0.0155,1.61%,-0.031200000000000002,1616179.0
O,0.77,0.94,-0.016,-0.017,-0.0382,-0.1442,0.0971,43.95,55.37,0.0034000000000000002,-0.16%,0.0051,1858966.0
OC,1.36,4.87,-0.048799999999999996,-0.049800000000000004,-0.198,-0.37479999999999997,0.08689999999999999,40.8,134.12,-0.0075,2.11%,-0.027999999999999997,292848.0
ODFL,1.28,5.68,0.0026,0.0123,-0.1323,-0.3046,0.11939999999999999,49.31,162.21,-0.0085,1.59%,-0.024,381505.0
OHI,0.69,0.78,-0.0202,-0.0368,-0.0649,-0.1892,0.1711,42.46,36.01,0.0003,-0.41%,0.0044,556685.0
OKE,0.94,2.5,-0.0264,-0.0784,-0.1509,-0.312,0.07629999999999999,40.35,81.23,-0.0017000000000000001,1.15%,-0.013000000000000001,874390.0
OKTA,0.91,3.82,0.0408,0.1263,0.3709,-0.024700000000000003,0.7633,64.9,124.42,0.0040999999999999995,1.58%,-0.0115,912265.0
OMC,0.96,1.86,-0.039,-0.048,-0.18789999999999998,-0.3181,0.0555,38.54,72.97,-0.0022,0.98%,-0.011899999999999999,1101045.0
ON,1.4,2.09,-0.0128,0.0263,-0.2919,-0.4841,0.331,48.93,41.31,-0.0231,1.61%,-0.0385,4608161.0
ONON,2.35,2.26,0.10619999999999999,0.2361,0.1668,-0.0786,0.7062,73.05,59.02,0.0034000000000000002,5.05%,-0.0449,2686963.0
ORCL,1.3,4.37,0.0246,0.08109999999999999,-0.0277,-0.20989999999999998,0.3678,58.64,156.68,-0.004,0.97%,-0.013500000000000002,2935948.0
OTIS,0.99,1.71,-0.0017000000000000001,-0.0131,-0.0098,-0.09359999999999999,0.0795,48.07,96.83,-0.0036,0.07%,-0.0043,834056.0
OWL,1.17,0.75,-0.0233,-0.0242,-0.12300000000000001,-0.3145,0.2591,46.23,18.32,0.0049,3.27%,-0.0269,2038162.0
OXY,0.88,1.34,-0.006,-0.0354,-0.1588,-0.36450000000000005,0.18309999999999998,46.73,41.15,0.0018,1.84%,-0.0163,3547650.0
PAA,0.66,0.48,-0.019,-0.073,-0.07919999999999999,-0.205,0.0719,42.01,16.69,0.0045000000000000005,1.30%,-0.0084,647382.0
PAGP,0.63,0.48,-0.0195,-0.0729,-0.0782,-0.2006,0.0738,41.82,17.83,0.0068000000000000005,1.48%,-0.0079,337518.0
PANW,0.97,5.79,-0.0089,0.0437,0.0259,-0.1023,0.31739999999999996,52.35,187.08,0.005,1.77%,-0.0124,2567388.0
PAYX,0.91,2.82,0.029300000000000003,0.0513,0.0958,-0.0134,0.3539,64.08,156.24,0.0004,0.92%,-0.0087,454599.0
PBA,0.77,0.68,-0.014199999999999999,-0.0208,-0.04019999999999999,-0.1363,0.0993,46.07,37.52,0.01,1.13%,-0.0013,223294.0
PBR,0.93,0.32,0.0019,-0.054400000000000004,-0.1317,-0.23870000000000002,0.065,44.87,11.75,-0.0051,1.38%,-0.018600000000000002,11715340.0
PBR-A,1.0,0.28,0.0046,-0.0432,-0.1124,-0.2211,0.073,46.68,11.02,-0.0040999999999999995,1.89%,-0.0226,3150574.0
PCAR,0.95,2.49,0.0074,0.0005,-0.0729,-0.19030000000000002,0.1048,49.88,93.52,-0.0086,0.75%,-0.016,877745.0
PCOR,0.91,2.51,0.008199999999999999,0.0364,-0.0095,-0.23670000000000002,0.37229999999999996,52.66,67.88,0.003,2.72%,-0.0235,296857.0
PDD,0.49,4.25,0.0471,0.064,0.0384,-0.2812,0.359,61.6,118.39,-0.0118,1.67%,-0.027999999999999997,4056133.0
PEG,0.49,1.74,-0.0038,-0.023700000000000002,-0.06509999999999999,-0.1727,0.0958,46.84,78.78,0.0182,1.29%,0.0053,1001176.0
PEP,0.47,2.44,-0.0194,-0.077,-0.17350000000000002,-0.2899,0.0101,35.39,129.16,-0.0074,-0.31%,-0.0043,4834461.0
PFE,0.53,0.62,0.0079,-0.0111,-0.1152,-0.2594,0.11689999999999999,51.88,23.36,0.0139,1.88%,-0.0048,16857136.0
PFG,1.0,1.88,-0.0104,-0.0126,-0.053200000000000004,-0.1591,0.1309,46.53,77.34,-0.0001,1.68%,-0.0167,323846.0
PFGC,1.16,2.21,0.0049,0.061900000000000004,0.0431,-0.0824,0.37689999999999996,54.77,84.82,0.0134,1.63%,-0.0029,514764.0
PG,0.42,2.93,0.0269,0.0087,-0.0154,-0.0805,0.059500000000000004,56.84,165.9,0.0053,0.59%,-0.0007000000000000001,2690280.0
PGR,0.4,5.93,-0.011899999999999999,0.005699999999999999,0.08779999999999999,-0.051100000000000007,0.4068,48.82,278.01,0.0032,0.07%,0.0025,660813.0
PHG,0.77,0.6,-0.0655,-0.0702,-0.1623,-0.3086,0.0594,36.75,22.75,-0.0137,1.17%,-0.025099999999999997,550065.0
PHM,1.32,3.0,-0.042699999999999995,-0.030699999999999998,-0.1705,-0.34450000000000003,0.1125,42.05,97.98,-0.0060999999999999995,0.63%,-0.0124,585841.0
PHYS,0.12,0.49,0.023399999999999997,0.0467,0.1834,-0.0264,0.44189999999999996,57.6,25.67,0.0213,0.21%,0.0191,2709824.0
PINS,0.9,1.38,0.0492,0.0674,-0.0106,-0.3129,0.311,56.44,31.05,-0.0222,0.53%,-0.0274,4371467.0
PLD,1.27,2.93,-0.018600000000000002,-0.009300000000000001,-0.0943,-0.2134,0.2218,45.6,104.28,-0.0077,-0.05%,-0.0072,1354524.0
PLTR,2.63,6.48,0.030899999999999997,0.2177,0.7451000000000001,-0.0643,5.0548,59.69,124.91,0.021400000000000002,3.33%,-0.0115,42488233.0
PM,0.53,3.34,0.0408,0.0956,0.297,0.0095,0.8009000000000001,69.04,178.16,0.0167,0.99%,0.0068000000000000005,2123632.0
PNC,1.06,3.97,0.0141,0.0352,-0.0667,-0.2036,0.1868,54.57,172.22,-0.0044,1.46%,-0.0187,598748.0
PNR,1.1,2.41,0.0174,0.0852,0.0167,-0.12539999999999998,0.3332,58.18,96.83,-0.0084,1.01%,-0.0183,515816.0
PNW,0.43,1.73,-0.0183,-0.0252,0.011200000000000002,-0.0621,0.21559999999999999,44.23,90.5,0.0068000000000000005,-0.08%,0.0077,164953.0
PPC,0.49,1.58,0.018000000000000002,0.0087,0.1249,-0.102,0.6594,51.63,49.55,0.0073,0.73%,0.0,342446.0
PPG,1.17,2.81,-0.0023,0.0252,-0.0728,-0.1984,0.2191,51.29,110.01,-0.0108,0.62%,-0.0169,440668.0
PPL,0.67,0.66,-0.0194,-0.0168,0.0344,-0.056600000000000004,0.2713,45.16,34.62,0.0070999999999999995,-0.11%,0.008100000000000001,2153286.0
PR,1.26,0.48,-0.0070999999999999995,0.0027,-0.0872,-0.2425,0.2697,48.71,12.71,-0.0109,0.87%,-0.0195,3075072.0
PRMB,0.75,0.98,-0.014199999999999999,-0.0336,0.0911,-0.1117,0.6303,45.28,31.84,0.018600000000000002,1.50%,0.0034999999999999996,2662343.0
PRU,1.05,2.75,-0.020499999999999997,-0.0274,-0.1151,-0.2182,0.1293,44.25,102.07,-0.0025,1.97%,-0.0218,846862.0
PSTG,1.06,2.03,0.0787,0.16329999999999997,0.0078000000000000005,-0.24760000000000001,0.6062,65.39,55.43,-0.0111,1.97%,-0.0302,1655095.0
PSX,0.99,4.17,-0.0015,0.0058,-0.08349999999999999,-0.2468,0.24239999999999998,49.42,113.07,0.0008,1.39%,-0.0129,1002224.0
PWR,1.06,10.66,0.0245,0.1573,0.12539999999999998,-0.0849,0.4744,63.29,334.8,0.012,1.70%,-0.0049,531354.0
PYPL,1.46,1.83,0.0038,0.0482,-0.08349999999999999,-0.2526,0.2534,53.45,70.0,-0.0202,0.71%,-0.027200000000000002,4161310.0
QCOM,1.28,4.76,-0.0092,-0.0058,-0.0907,-0.36729999999999996,0.20800000000000002,47.35,145.93,-0.0098,1.75%,-0.0268,4530190.0
QSR,0.61,1.48,0.0301,0.0581,0.0379,-0.0693,0.19010000000000002,61.65,69.87,0.0063,0.79%,-0.0016,700261.0
RBA,0.79,2.17,0.032400000000000005,0.0755,0.1699,-0.013000000000000001,0.5346,64.5,107.83,-0.006500000000000001,0.37%,-0.0101,586959.0
RBLX,1.52,2.72,0.10619999999999999,0.2688,0.4813,-0.0018,1.6239,79.29,82.89,0.0132,2.28%,-0.009399999999999999,2571193.0
RBRK,0.56,3.77,0.16390000000000002,0.32299999999999995,0.6615000000000001,0.0076,2.2821000000000002,81.29,93.02,0.0209,4.10%,-0.019299999999999998,1036648.0
RCI,0.74,0.52,0.0184,0.006500000000000001,-0.1945,-0.3768,0.1249,56.18,26.08,0.0013,0.02%,0.0012,248977.0
RCL,2.12,8.49,0.022000000000000002,0.1127,0.1253,-0.1306,0.8519,58.17,240.9,0.0105,3.39%,-0.0227,684243.0
RDDT,1.96,8.56,-0.0874,-0.0658,-0.1572,-0.5590999999999999,1.0676999999999999,43.69,101.58,0.0332,6.01%,-0.0253,4120856.0
RDY,0.32,0.25,0.0239,0.055999999999999994,-0.0196,-0.1514,0.16920000000000002,60.36,14.34,0.0039000000000000003,0.60%,-0.0021,360814.0
REG,1.03,1.44,-0.0174,-0.0075,-0.018600000000000002,-0.0898,0.2228,44.58,71.16,0.0011,0.32%,-0.0021,463684.0
REGN,0.38,22.14,0.0121,-0.013000000000000001,-0.2637,-0.5121,0.1353,50.36,590.91,-0.01,0.69%,-0.0168,333191.0
RF,0.98,0.6,-0.0070999999999999995,0.0196,-0.0756,-0.23829999999999998,0.2018,49.4,21.3,-0.0034000000000000002,2.34%,-0.0262,2953597.0
RIO,0.69,1.15,0.0116,0.024900000000000002,-0.0097,-0.1518,0.19269999999999998,54.95,61.63,0.0083,0.77%,0.0007000000000000001,3233293.0
RIVN,1.92,0.8,0.08199999999999999,0.2256,0.26649999999999996,-0.1618,0.6637000000000001,64.32,15.81,-0.0066,1.25%,-0.0189,13388467.0
RJF,1.04,3.62,-0.0004,0.0373,0.0146,-0.16260000000000002,0.4004,51.45,145.97,-0.0034000000000000002,1.69%,-0.0199,232483.0
RKLB,2.07,1.59,0.0816,0.214,0.3957,-0.2394,5.1101,61.46,25.36,-0.0179,0.19%,-0.019799999999999998,9989846.0
RKT,2.3,0.77,0.026000000000000002,-0.012,-0.09449999999999999,-0.37060000000000004,0.33770000000000006,51.7,12.73,0.0131,3.87%,-0.024700000000000003,3115384.0
RL,1.52,9.96,0.0828,0.1962,0.2507,-0.0504,0.7617,69.98,274.76,-0.0096,1.92%,-0.028300000000000002,503456.0
RMD,0.78,5.51,-0.002,0.065,0.0319,-0.0745,0.35700000000000004,56.0,243.46,-0.008199999999999999,0.38%,-0.012,229245.0
ROK,1.35,8.24,0.077,0.1686,0.1209,-0.0151,0.4236,71.96,306.08,-0.0007000000000000001,1.41%,-0.0147,205729.0
ROKU,2.09,3.27,0.022400000000000003,0.029300000000000003,-0.0633,-0.3469,0.41840000000000005,52.77,68.55,-0.0175,0.97%,-0.0269,1048621.0
ROL,0.77,1.04,0.0087,0.041100000000000005,0.124,-0.0104,0.2673,57.55,57.03,0.0049,0.53%,-0.0004,536865.0
ROST,1.19,4.53,-0.058899999999999994,-0.0031,-0.0495,-0.1616,0.1209,38.03,137.16,-0.09910000000000001,2.35%,-0.1198,13417689.0
RPRX,0.47,0.83,-0.011899999999999999,0.0013,0.1043,-0.0525,0.35200000000000004,47.98,32.51,0.0063,1.10%,-0.0046,987511.0
RSG,0.64,4.49,0.0189,0.0418,0.1562,-0.0024,0.3981,61.07,252.94,0.0077,0.60%,0.0017000000000000001,353142.0
RTO,0.96,0.49,0.0213,0.0493,-0.0533,-0.2995,0.21760000000000002,58.8,23.86,0.0225,1.68%,0.005600000000000001,317890.0
RTX,0.61,3.05,0.018500000000000003,0.0288,0.07690000000000001,-0.0406,0.3444,55.85,133.19,-0.0066,1.02%,-0.0166,2077287.0
RVTY,0.98,3.49,-0.0397,-0.0883,-0.2121,-0.31170000000000003,0.0068000000000000005,41.1,89.13,-0.0149,0.54%,-0.0202,367124.0
RY,0.89,1.81,0.0495,0.0946,0.0735,0.0046,0.25579999999999997,75.51,128.64,0.0168,2.01%,-0.0033,405379.0
RYAAY,1.38,1.27,0.0971,0.1838,0.23199999999999998,0.0017000000000000001,0.5079,78.96,55.72,0.0097,1.35%,-0.0038,852902.0
RYAN,0.68,1.95,0.006999999999999999,-0.0184,0.0105,-0.1073,0.3161,48.58,68.88,0.0024,0.19%,0.0004,191938.0
SAN,1.01,0.16,0.0545,0.1247,0.4232,-0.0158,0.8509,71.3,7.9,-0.0046,1.33%,-0.0176,2089999.0
SAP,1.33,6.05,0.0023,0.0695,0.1725,-0.0252,0.6481999999999999,58.48,295.74,-0.0137,0.87%,-0.022099999999999998,915491.0
SBAC,0.78,5.84,-0.021400000000000002,0.015,0.0333,-0.0919,0.2372,48.93,229.42,0.005,-0.03%,0.0053,142781.0
SBS,0.72,0.48,0.0096,0.0797,0.213,-0.026000000000000002,0.5687,60.52,20.55,0.002,2.86%,-0.0258,620024.0
SBUX,0.99,2.82,0.0097,-0.0335,-0.1143,-0.2784,0.18460000000000001,48.76,84.76,0.009399999999999999,2.64%,-0.0166,2973338.0
SCCO,1.01,2.77,0.0154,0.0178,-0.049800000000000004,-0.23170000000000002,0.2438,54.39,92.17,0.0194,3.20%,-0.0123,508261.0
SCHW,0.93,1.79,0.0277,0.0915,0.1673,-0.026099999999999998,0.43420000000000003,66.77,87.5,0.0022,1.51%,-0.0127,2013642.0
SCI,0.94,1.69,-0.0058,-0.016200000000000003,-0.033,-0.1423,0.11380000000000001,47.07,76.65,0.0008,0.62%,-0.0054,435977.0
SE,1.65,5.66,0.1048,0.23550000000000001,0.47729999999999995,-0.0009,2.0029,71.68,165.16,0.0278,3.68%,-0.0087,2326956.0
SFM,0.8,5.62,-0.008,0.0446,0.19940000000000002,-0.0799,1.2212,52.37,164.69,0.0181,2.01%,-0.002,391616.0
SGI,1.29,1.96,0.0155,0.0629,0.1307,-0.0832,0.42219999999999996,55.61,64.06,-0.0019,1.45%,-0.016200000000000003,825773.0
SHEL,0.37,1.15,-0.0003,-0.013999999999999999,-0.0129,-0.1134,0.1276,49.19,66.01,0.001,0.71%,-0.0060999999999999995,1595001.0
SHOP,2.64,5.08,0.0131,0.0712,0.0738,-0.2054,1.1171,53.48,102.81,-0.004699999999999999,2.11%,-0.0253,3048127.0
SHW,1.21,7.38,-0.0042,0.026600000000000002,-0.0187,-0.1189,0.2507,51.75,352.82,-0.0003,0.58%,-0.0060999999999999995,396232.0
SJM,0.33,2.31,-0.0087,-0.0165,-0.0129,-0.1057,0.1356,45.99,112.16,0.0015,0.11%,0.0004,294650.0
SLB,1.04,1.1,-0.0262,-0.0794,-0.1699,-0.34049999999999997,0.0799,39.82,33.6,-0.0045000000000000005,1.44%,-0.0187,5591704.0
SMCI,1.4,3.0,0.0594,0.0973,0.0182,-0.6077,1.3063999999999998,53.78,39.78,-0.0371,0.16%,-0.0387,26287455.0
SMFG,0.42,0.32,0.0493,0.0447,0.0733,-0.0989,0.4046,63.19,15.09,0.0097,1.65%,-0.0067,957000.0
SMMT,-0.95,2.19,0.0496,0.1275,0.2956,-0.2967,11.3619,54.92,25.96,0.0074,1.88%,-0.0113,945819.0
SN,1.78,4.13,0.0394,0.12050000000000001,-0.024,-0.2275,0.5705,57.0,95.01,-0.0037,2.25%,-0.025699999999999997,680384.0
SNAP,0.6,0.43,-0.026699999999999998,-0.0236,-0.1787,-0.5211,0.1723,46.83,8.3,-0.0154,0.73%,-0.0225,9574142.0
SNOW,1.19,6.97,0.141,0.256,0.3513,-0.014499999999999999,0.8765999999999999,76.87,201.04,-0.0105,1.04%,-0.0207,9418156.0
SNPS,1.15,13.29,0.022099999999999998,0.1043,0.0083,-0.1985,0.3693,61.28,500.79,-0.0053,1.10%,-0.016200000000000003,248374.0
SNY,0.52,1.16,-0.0033,-0.018799999999999997,-0.0155,-0.1307,0.141,49.51,52.26,-0.0048,0.77%,-0.0124,811367.0
SO,0.36,1.78,-0.0038,-0.006500000000000001,0.0169,-0.0538,0.166,49.41,89.36,0.0059,-0.20%,0.0079,1428207.0
SOFI,1.84,0.67,-0.0098,0.0683,0.07519999999999999,-0.2872,1.1847,51.9,13.13,-0.0045000000000000005,2.58%,-0.0296,30090607.0
SOLV,0.65,2.43,0.01,0.006500000000000001,0.0087,-0.1775,0.4985,50.09,70.67,-0.0274,-1.74%,-0.0102,629292.0
SONY,0.96,0.6,0.0163,0.0407,0.1986,-0.0207,0.6301,57.25,25.54,0.0083,0.71%,0.0012,2756770.0
SPG,1.5,4.31,-0.024300000000000002,-0.0089,-0.0713,-0.1726,0.15380000000000002,45.42,157.31,-0.0040999999999999995,0.68%,-0.0108,381377.0
SPGI,1.2,10.0,0.0063,0.0388,0.0131,-0.061399999999999996,0.2202,55.69,511.88,0.0011,0.94%,-0.008199999999999999,537857.0
SPOT,1.68,26.66,0.0323,0.09880000000000001,0.35359999999999997,-0.0206,1.2746,58.44,655.23,0.028999999999999998,3.33%,-0.0040999999999999995,1110792.0
SRE,0.64,1.69,0.020499999999999997,0.0706,-0.039599999999999996,-0.18989999999999999,0.25329999999999997,61.92,77.58,0.0108,1.03%,0.0005,999004.0
SSNC,1.24,1.97,0.0196,0.0124,0.0277,-0.1133,0.3259,54.48,79.57,0.0084,0.98%,-0.0014000000000000002,377202.0
STLA,1.48,0.35,-0.0089,-0.0382,-0.23,-0.5587,0.1885,45.98,9.98,-0.0362,0.45%,-0.0406,10520270.0
STLD,1.43,3.71,-0.026699999999999998,0.0212,0.0149,-0.1729,0.24710000000000001,47.49,128.66,-0.009399999999999999,0.76%,-0.0169,890280.0
STM,1.57,0.77,0.0069,0.0701,-0.049100000000000005,-0.46009999999999995,0.42060000000000003,53.6,24.5,-0.0268,0.14%,-0.0282,4097151.0
STT,1.47,2.28,0.0259,0.08470000000000001,0.049699999999999994,-0.06559999999999999,0.371,63.06,96.25,-0.0012,1.44%,-0.0154,459003.0
STX,1.38,3.84,0.1259,0.2734,0.1557,-0.0327,0.7653,74.33,111.55,0.024700000000000003,2.41%,0.0006,3100011.0
STZ,0.72,4.16,-0.0177,0.0015,-0.1305,-0.3038,0.1528,45.67,184.98,0.0012,0.53%,-0.0040999999999999995,596353.0
SU,0.82,0.93,0.0095,0.0,-0.0537,-0.147,0.16210000000000002,52.71,35.78,0.0116,2.26%,-0.010700000000000001,1879096.0
SUZ,0.98,0.19,0.02,0.019299999999999998,-0.0388,-0.13970000000000002,0.1109,55.13,9.34,-0.0060999999999999995,-0.08%,-0.0053,677323.0
SW,1.03,1.46,0.0121,0.0161,-0.0883,-0.2296,0.1862,50.43,43.9,-0.013000000000000001,0.48%,-0.0178,839608.0
SWK,1.18,2.92,0.0083,-0.0239,-0.2357,-0.4064,0.22089999999999999,48.45,65.82,-0.0078000000000000005,2.44%,-0.0315,1053646.0
SWKS,1.17,2.46,0.0181,0.08470000000000001,-0.161,-0.4208,0.4606,57.2,70.0,-0.0051,3.14%,-0.0354,1692333.0
SYF,1.43,1.91,0.004699999999999999,0.0726,-0.0076,-0.19899999999999998,0.40130000000000005,53.35,56.81,-0.011200000000000002,2.06%,-0.031200000000000002,1122248.0
SYK,0.93,8.34,-0.0088,0.024700000000000003,0.0235,-0.0679,0.2022,50.62,378.61,0.0009,0.81%,-0.0072,774906.0
SYM,1.95,1.6,0.16149999999999998,0.2973,0.1607,-0.32409999999999994,0.7974,68.95,29.33,-0.0034000000000000002,2.02%,-0.0231,673905.0
SYY,0.82,1.39,0.0021,-0.0052,-0.042300000000000004,-0.1301,0.06570000000000001,48.74,71.53,-0.0063,0.74%,-0.013600000000000001,1297347.0
T,0.4,0.63,-0.0004,0.0059,0.152,-0.053899999999999997,0.6052000000000001,51.19,27.47,0.0086,0.02%,0.0084,14717097.0
TAK,0.25,0.27,-0.0048,-0.0148,0.025099999999999997,-0.0587,0.1547,50.15,14.52,0.0076,0.48%,0.0028000000000000004,693466.0
TAP,0.74,1.38,-0.0345,-0.0697,-0.0537,-0.1618,0.1018,35.07,54.2,-0.0021,0.31%,-0.0052,1028748.0
TCOM,0.08,2.07,-0.0037,0.0216,0.0196,-0.1943,0.6265999999999999,50.66,62.19,0.0184,1.20%,0.0064,1947091.0
TD,0.81,1.0,0.0575,0.1039,0.1566,0.0039000000000000003,0.32420000000000004,78.59,67.86,0.013600000000000001,1.27%,0.0009,1187138.0
TEAM,0.99,8.71,-0.046799999999999994,-0.0351,-0.0717,-0.3664,0.5268,42.58,206.57,-0.0087,1.45%,-0.022799999999999997,1054765.0
